|0000|019|0|01072025|31072025|KNTT COMERCIO E SUPERMERCADO LTDA|16729628000162||SP|527023576110|3537909|||A|1|
|0001|0|
|0005|KNTT COMERCIO E SUPERMERCADO L|18185000|AV. MIGUEL PETRERE|773||CAMPO GRANDE|1532789000|||
|0100|LUANA APARECIDA RODRIGUES|40417991800|00SP-322183/O-7||18185000|RUA SEBASTIAO DE TOLEDO|210||JD PINHEIRO|1532789000||insumoscontabil@grupomns.com.br|3537909|
|0150|F001438|IRPAO FABRICACAO E COMERCIO DE MASSAS AL|1058|96259643001103||455370105110|3530706|000000000|AVENIDA MINISTRO ROBERTO CARDOSO ALVES|2225|SALA 03|PARQUE INDUSTRIAL MOGI GUACU|
|0150|C000032|MNS COMERCIO DE CEREAIS E INSUMOS AGROPECUARIOS - LTDA|1058|22553404000145||527032690114|3537909|000000000|RODOVIA NESTOR FOGACA (SP-250), KM 145|SN||BAIRRO DOS LEMES|
|0150|F000311|REMA UTILIDADES LTDA|1058|36703258000100||798346964116|3552205|000000000|RUA OLYMPIO ANTONIO DA SILVA|111||JARDIM GUADALAJARA|
|0150|F000092|JOSMAR DOS SANTOS ME|1058|14251696000133||527020201115|3537909|000000000|AVENIDA MIGUEL PETRERE|164||CAMPO GRANDE|
|0150|C000028|COMERCIO DE CEREAIS YOKOTOBI LTDA|1058|11735975000184||527090088117|3537909|000000000|AVENIDA MIGUEL PETRERE|1313||CAMPO GRANDE|
|0150|F001896|PP DISTRIBUIDORA DE ALIMENTOS FILIAL|1058|04887818000200||401252814113|3525300|000000000|AVENIDA EDWARD SAVIO|280||DISTRITO EMPRESARIAL|
|0150|F001506|JT INTERNATIONAL DISTRIBUIDORA DE CIGARR|1058|11124629001050||147377955119|3550308|000000000|RUA MAESTRO GABRIEL MIGLIORI|380||JARDIM PEREIRA LEITE|
|0150|F001667|FRUTICOLA PEROLAS LTDA|1058|36687300000138||128719687110|3550308|000000000|AV DR GASTAO VIDIGAL|1946|PAVLH MFE B MOD 543|VILA LEOPOLDINA|
|0150|F000924|PRIME TECNOLOGIA UNIFORMES LTDA|1058|26030929000157||606179587111|3545803|000000000|RUA R DO CAFE|400||JARDIM PEROLA|
|0150|F000218|NOVA CAMPINAS DISTRIBUIDORA DE PRODUTOS|1058|14450629000148||671116345110|3552403|000000000|R DO CAFE|299||VILA VALLE|
|0150|F000523|JOAO SEVERINO CACIQUE|1058|61267233000140||717020229117|3557006|000000000|AVENIDA SEBASTIANA NUNES|453|LOTE  7|VILA GARCIA|
|0150|F001617|BASLEITE INDUSTRIA E COMERCIO DE LACTEOS|1058|16708748000183||371123171118|3522307|000000000|RODOVIA RAPOSOS TAVARES|SN|KM 178|N/D|
|0150|F000003|ADORO SA|1058|60037058000301||712018360116|3556503|000000000|ESTRADA DE ACESSO SP 053/332|SN|KM4|BAIRRO MURSA|
|0150|C000193|TAIS GRAZIELE DOMINGUES DA SILVA RESTAURANTE|1058|49148801000198||527062535111|3537909|000000000|RUA CORONEL MORAES CUNHA|126||CENTRO|
